date,time,category,type,amount,counterparty
2026-02-08,04:17 PM,Person/Merchant Payment,Debit,350.0,Person_172
2026-02-08,05:21 PM,Money Received,Credit,5000.0,Person_31
2026-02-08,06:25 PM,Person/Merchant Payment,Debit,5000.0,Person_128
2026-02-09,11:15 AM,Person/Merchant Payment,Debit,1500.0,Person_45
2026-02-09,03:16 PM,Person/Merchant Payment,Debit,50000.0,Person_246
2026-02-09,11:07 PM,Money Received,Credit,1000.0,Person_259
2026-02-09,11:12 PM,Person/Merchant Payment,Debit,1000.0,Person_172
2026-02-10,10:19 AM,Recharge,Debit,899.0,Jio Prepaid Recharges
2026-02-10,03:58 PM,Money Received,Credit,3000.0,Person_246
2026-02-10,04:02 PM,Person/Merchant Payment,Debit,5000.0,Person_246
2026-02-10,04:02 PM,Person/Merchant Payment,Debit,3000.0,Person_246
2026-02-11,07:38 AM,Person/Merchant Payment,Debit,1000.0,Person_17
2026-02-11,10:45 AM,Person/Merchant Payment,Debit,130.0,Person_260
2026-02-11,01:05 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2026-02-11,05:37 PM,Person/Merchant Payment,Debit,10.0,Person_138
2026-02-11,07:28 PM,Money Received,Credit,6900.0,Person_50
2026-02-11,09:59 PM,Money Received,Credit,1000.0,Person_17
2026-02-11,10:24 PM,Person/Merchant Payment,Debit,1000.0,Person_172
2026-02-12,11:04 AM,Person/Merchant Payment,Debit,60.0,Person_196
2026-02-12,12:20 PM,Person/Merchant Payment,Debit,48.0,Person_261
2026-02-12,01:31 PM,Person/Merchant Payment,Debit,40.0,Person_262
2026-02-12,01:32 PM,Person/Merchant Payment,Debit,60.0,Person_196
2026-02-12,05:23 PM,Money Received,Credit,3000.0,Person_12
2026-02-12,06:34 PM,Person/Merchant Payment,Debit,980.0,Person_172
2026-02-12,06:34 PM,Person/Merchant Payment,Debit,2500.0,Person_50
2026-02-12,11:16 PM,Money Received,Credit,60.0,Person_1
2026-02-13,08:16 AM,Person/Merchant Payment,Debit,20.0,Person_172
2026-02-13,09:17 PM,Person/Merchant Payment,Debit,1000.0,Person_156
2026-02-14,06:21 PM,Money Received,Credit,2000.0,Person_246
2026-02-15,05:48 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-02-15,07:40 PM,Money Received,Credit,15000.0,Person_17
2026-02-15,07:49 PM,Person/Merchant Payment,Debit,7000.0,Person_238
2026-02-15,08:13 PM,Person/Merchant Payment,Debit,300.0,Person_156
2026-02-15,11:28 PM,Person/Merchant Payment,Debit,10000.0,Person_172
2026-02-16,02:03 PM,Person/Merchant Payment,Debit,2000.0,Person_246
2026-02-16,08:33 PM,Money Received,Credit,351.0,Person_263
2026-02-17,11:59 AM,Person/Merchant Payment,Debit,43.0,Person_138
2026-02-18,03:17 PM,Money Received,Credit,5000.0,Person_264
2026-02-18,04:51 PM,Money Received,Credit,100.0,Person_128
2026-02-18,06:24 PM,Person/Merchant Payment,Debit,45.0,Person_257
2026-02-18,06:32 PM,Money Received,Credit,100.0,Person_37
2026-02-18,06:35 PM,Person/Merchant Payment,Debit,70.0,Person_207
2026-02-18,06:45 PM,Person/Merchant Payment,Debit,50.0,Person_253
2026-02-18,06:48 PM,Person/Merchant Payment,Debit,10.0,Person_158
2026-02-18,06:54 PM,Person/Merchant Payment,Debit,5000.0,Person_172
2026-02-19,12:13 PM,Person/Merchant Payment,Debit,5000.0,Person_156
2026-02-19,12:57 PM,Person/Merchant Payment,Debit,500.0,Person_45
2026-02-21,12:22 PM,Person/Merchant Payment,Debit,5000.0,Person_264
2026-02-21,05:11 PM,Money Received,Credit,1000.0,Person_12
2026-02-21,09:52 PM,Person/Merchant Payment,Debit,5.0,Person_138
2026-02-22,08:02 PM,Person/Merchant Payment,Debit,8.0,Person_180
2026-02-23,06:53 AM,Food & Dining,Debit,20.0,Person_265
2026-02-23,07:21 AM,Food & Dining,Debit,20.0,Person_265
2026-02-23,01:30 PM,Person/Merchant Payment,Debit,80.0,Person_266
2026-02-24,11:53 AM,Person/Merchant Payment,Debit,500.0,Person_198
2026-02-24,02:52 PM,Money Received,Credit,1000.0,Person_37
2026-02-25,10:55 AM,Others,Debit,200.0,Person_267
2026-02-25,10:56 AM,Person/Merchant Payment,Debit,500.0,Person_172
2026-02-25,11:53 AM,Money Received,Credit,500.0,Person_268
2026-02-25,11:57 AM,Person/Merchant Payment,Debit,500.0,Person_2
2026-02-25,01:06 PM,Person/Merchant Payment,Debit,300.0,Person_269
2026-02-25,01:46 PM,Person/Merchant Payment,Debit,30.0,Person_270
2026-02-25,02:49 PM,Person/Merchant Payment,Debit,829.06,Person_102
2026-02-25,03:00 PM,Money Received,Credit,200.0,Person_17
2026-02-25,03:09 PM,Person/Merchant Payment,Debit,50.0,Person_271
2026-02-25,08:50 PM,Person/Merchant Payment,Debit,4000.0,Person_156
2026-02-25,08:52 PM,Person/Merchant Payment,Debit,500.0,Person_156
2026-02-26,12:42 PM,Person/Merchant Payment,Debit,500.0,Person_45
2026-02-26,04:23 PM,Person/Merchant Payment,Debit,31.0,Person_17
2026-02-26,07:41 PM,Person/Merchant Payment,Debit,200.0,Person_6
2026-02-27,06:34 AM,Person/Merchant Payment,Debit,300.0,Person_272
2026-02-27,11:01 AM,Person/Merchant Payment,Debit,200.0,Person_45
2026-02-27,05:00 PM,Person/Merchant Payment,Debit,10.0,Person_138
2026-02-28,04:34 PM,Person/Merchant Payment,Debit,500.0,Person_273
2026-02-28,05:34 PM,Person/Merchant Payment,Debit,700.0,Person_193
2026-02-28,05:34 PM,Person/Merchant Payment,Debit,100.0,Person_50
2026-02-28,05:34 PM,Person/Merchant Payment,Debit,9000.0,Person_45
2026-02-28,05:35 PM,Person/Merchant Payment,Debit,200.0,Person_193
2026-02-28,05:40 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2026-02-28,05:48 PM,Money Received,Credit,1000.0,Person_37
2026-02-28,07:20 PM,Money Received,Credit,2000.0,Person_17
2026-02-28,07:20 PM,Person/Merchant Payment,Debit,2000.0,Person_128
2026-02-28,07:21 PM,Person/Merchant Payment,Debit,500.0,Person_193
2026-03-01,12:52 PM,Money Received,Credit,1000.0,Person_37
2026-03-01,12:59 PM,Person/Merchant Payment,Debit,1000.0,Person_274
2026-03-01,09:58 PM,Person/Merchant Payment,Debit,1000.0,Person_6
2026-03-01,09:59 PM,Person/Merchant Payment,Debit,3000.0,Person_67
2026-03-01,09:59 PM,Person/Merchant Payment,Debit,2000.0,Person_67
2026-03-02,12:49 PM,Person/Merchant Payment,Debit,100.0,Person_45
2026-03-02,06:18 PM,Person/Merchant Payment,Debit,20.0,Person_50
2026-03-03,11:02 AM,Money Received,Credit,100.0,Person_37
2026-03-03,06:39 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-03-04,07:28 AM,Money Received,Credit,300.0,Person_155
2026-03-04,07:30 AM,Others,Debit,300.0,Person_267
2026-03-04,09:13 PM,Person/Merchant Payment,Debit,240.0,Person_240
2026-03-07,11:14 AM,Shopping,Debit,240.0,Flipkart Payments
2026-03-07,04:29 PM,Person/Merchant Payment,Debit,50.0,Person_169
2026-03-07,07:21 PM,Money Received,Credit,1000.0,Person_275
2026-03-08,09:08 AM,Money Received,Credit,490.4,Person_187
2026-03-08,09:59 AM,Person/Merchant Payment,Debit,147.0,Person_276
2026-03-08,10:05 AM,Person/Merchant Payment,Debit,1000.0,Person_277
2026-03-08,10:30 AM,Person/Merchant Payment,Debit,300.0,Person_156
2026-03-08,01:27 PM,Person/Merchant Payment,Debit,200.0,Person_156
2026-03-08,01:27 PM,Money Received,Credit,100.0,Person_37
2026-03-08,02:11 PM,Person/Merchant Payment,Debit,157.0,Person_278
2026-03-08,02:14 PM,Person/Merchant Payment,Debit,10.0,Person_278
2026-03-08,02:33 PM,Person/Merchant Payment,Debit,80.0,Person_225
2026-03-09,09:01 PM,Person/Merchant Payment,Debit,500.0,Person_279
2026-03-10,12:37 PM,Person/Merchant Payment,Debit,4500.0,Person_12
2026-03-13,06:47 PM,Money Received,Credit,1500.0,Person_280
2026-03-13,08:09 PM,Money Received,Credit,5.0,Person_281
2026-03-14,02:12 PM,UPI Lite Top-up,Debit,2000.0,Person_4
2026-03-14,05:19 PM,Person/Merchant Payment,Debit,10.0,Person_147
2026-03-14,05:32 PM,Person/Merchant Payment,Debit,10.0,Person_138
2026-03-14,08:32 PM,Person/Merchant Payment,Debit,60.0,Person_201
2026-03-14,09:09 PM,Money Received,Credit,60.0,Person_1
2026-03-14,10:58 PM,Person/Merchant Payment,Debit,4.0,Person_138
2026-03-15,01:44 PM,Money Received,Credit,2000.0,Person_17
2026-03-15,04:00 PM,Person/Merchant Payment,Debit,20.0,Person_17
2026-03-15,09:45 PM,Money Received,Credit,200.0,Person_101
2026-03-16,02:30 PM,Person/Merchant Payment,Debit,300.0,Person_282
2026-03-16,02:40 PM,Person/Merchant Payment,Debit,600.0,Person_283
2026-03-16,02:51 PM,Person/Merchant Payment,Debit,400.0,Person_284
2026-03-16,03:00 PM,Person/Merchant Payment,Debit,200.0,Person_285
2026-03-16,03:04 PM,Person/Merchant Payment,Debit,200.0,Person_286
2026-03-16,03:08 PM,Food & Dining,Debit,20.0,Person_287
2026-03-16,06:25 PM,Person/Merchant Payment,Debit,30.0,Person_17
2026-03-16,06:30 PM,Money Received,Credit,30.0,Person_17
2026-03-16,06:35 PM,Person/Merchant Payment,Debit,51.0,Person_248
2026-03-16,06:42 PM,Person/Merchant Payment,Debit,10.0,Person_147
2026-03-16,07:16 PM,Person/Merchant Payment,Debit,200.0,Person_2
2026-03-23,12:28 AM,Person/Merchant Payment,Debit,370.0,Person_67
2026-03-23,06:49 PM,Person/Merchant Payment,Debit,20.0,Person_226
2026-03-23,06:51 PM,Person/Merchant Payment,Debit,25.0,Person_288
2026-03-23,06:52 PM,Person/Merchant Payment,Debit,10.0,Person_289
2026-03-23,08:36 PM,Person/Merchant Payment,Debit,3000.0,Person_2
2026-03-24,06:15 PM,Money Received,Credit,256.4,Person_187
2026-03-24,06:21 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-03-24,08:34 PM,Person/Merchant Payment,Debit,155.0,Person_230
2026-03-25,08:35 AM,Person/Merchant Payment,Debit,10.0,Person_138
2026-03-25,07:47 PM,Money Received,Credit,5000.0,Person_17
2026-03-25,08:07 PM,Person/Merchant Payment,Debit,5000.0,Person_172
2026-03-26,10:06 AM,Person/Merchant Payment,Debit,10.0,Person_147
2026-03-26,07:13 PM,Person/Merchant Payment,Debit,112.0,Zepto Marketplace Private Limited
2026-03-26,09:55 PM,Money Received,Credit,112.0,Person_50
2026-03-28,11:50 AM,Person/Merchant Payment,Debit,204.7,Person_26
2026-03-28,12:16 PM,Person/Merchant Payment,Debit,136.46,Person_26
2026-03-28,12:56 PM,Person/Merchant Payment,Debit,24.0,Person_290
2026-03-28,01:22 PM,Person/Merchant Payment,Debit,30.0,Person_291
2026-03-28,05:37 PM,Person/Merchant Payment,Debit,26.0,Person_138
2026-03-28,08:57 PM,Person/Merchant Payment,Debit,30.0,Person_50
2026-03-29,05:13 PM,Person/Merchant Payment,Debit,75.0,Person_292
2026-03-29,06:29 PM,Money Received,Credit,1000.0,Person_17
2026-03-29,07:27 PM,Person/Merchant Payment,Debit,1000.0,Person_50
2026-03-30,12:10 PM,Person/Merchant Payment,Debit,10.0,Person_147
2026-03-30,04:24 PM,Person/Merchant Payment,Debit,20.0,Person_138
2026-03-30,05:05 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2026-03-30,05:11 PM,Person/Merchant Payment,Debit,3000.0,Person_156
2026-03-31,08:24 AM,Person/Merchant Payment,Debit,10.0,Person_138
2026-03-31,11:30 AM,Money Received,Credit,1000.0,Person_37
2026-03-31,03:28 PM,Person/Merchant Payment,Debit,300.0,Person_293
2026-03-31,06:36 PM,Person/Merchant Payment,Debit,100.0,Person_45
2026-04-01,04:00 PM,Money Received,Credit,1000.0,Person_31
2026-04-01,04:00 PM,Money Received,Credit,1000.0,Person_31
2026-04-01,06:38 PM,Person/Merchant Payment,Debit,2000.0,Person_128
2026-04-01,08:32 PM,Person/Merchant Payment,Debit,595.0,Person_294
2026-04-01,08:52 PM,Person/Merchant Payment,Debit,29.0,Person_226
2026-04-02,09:33 AM,Money Received,Credit,10000.0,Person_37
2026-04-02,09:34 AM,Person/Merchant Payment,Debit,10000.0,Person_128
2026-04-02,09:33 PM,Person/Merchant Payment,Debit,135.0,Person_50
2026-04-03,03:35 PM,Person/Merchant Payment,Debit,20.0,Person_288
2026-04-03,06:20 PM,Person/Merchant Payment,Debit,25.0,Person_257
2026-04-03,08:54 PM,Money Received,Credit,3000.0,Person_37
2026-04-03,08:56 PM,Person/Merchant Payment,Debit,3000.0,Person_295
2026-04-03,09:48 PM,Money Received,Credit,6000.0,Person_296
2026-04-04,10:27 AM,Person/Merchant Payment,Debit,101.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-04-04,10:28 AM,Person/Merchant Payment,Debit,6000.0,Person_172
2026-04-04,10:29 AM,Person/Merchant Payment,Debit,500.0,Person_297
2026-04-04,12:27 PM,Money Received,Credit,160.0,Person_37
2026-04-04,12:28 PM,Person/Merchant Payment,Debit,153.0,ZEPTO
2026-04-04,12:58 PM,Person/Merchant Payment,Debit,5160.0,Person_45
2026-04-04,01:26 PM,Money Received,Credit,1000.0,Person_206
2026-04-04,01:28 PM,Person/Merchant Payment,Debit,1000.0,Person_2
2026-04-04,06:28 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-04-04,07:38 PM,Money Received,Credit,5000.0,Person_37
2026-04-04,07:40 PM,Person/Merchant Payment,Debit,5000.0,Person_298
2026-04-05,01:29 AM,Money Received,Credit,500.0,Person_299
2026-04-05,09:53 AM,Person/Merchant Payment,Debit,5000.0,Person_45
2026-04-05,12:03 PM,Money Received,Credit,2000.0,Person_17
2026-04-05,06:19 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-04-06,07:35 AM,Money Received,Credit,300.0,Person_155
2026-04-06,08:45 AM,Person/Merchant Payment,Debit,3000.0,Person_45
2026-04-06,10:36 AM,Person/Merchant Payment,Debit,6000.0,Person_227
2026-04-06,02:19 PM,Person/Merchant Payment,Debit,20.0,Person_138
2026-04-06,09:28 PM,Money Received,Credit,168.0,Person_37
2026-04-06,09:29 PM,Person/Merchant Payment,Debit,168.0,ZEPTONOW
2026-04-06,09:30 PM,UPI Lite Top-up,Debit,300.0,Person_4
2026-04-07,09:24 AM,Person/Merchant Payment,Debit,12000.0,Person_213
2026-04-07,05:20 PM,Money Received,Credit,40.0,Person_2
2026-04-07,05:30 PM,Person/Merchant Payment,Debit,40.0,Person_17
2026-04-08,05:42 PM,Person/Merchant Payment,Debit,300.0,Person_282
2026-04-08,05:45 PM,Person/Merchant Payment,Debit,200.0,Person_283
2026-04-08,05:47 PM,Person/Merchant Payment,Debit,50.0,Person_300
2026-04-08,09:12 PM,Money Received,Credit,2000.0,Person_17
2026-04-08,11:42 PM,Money Received,Credit,1000.0,Person_50
2026-04-09,01:22 PM,Person/Merchant Payment,Debit,1000.0,Person_301
2026-04-09,04:53 PM,Person/Merchant Payment,Debit,60.0,Person_220
2026-04-09,06:13 PM,Person/Merchant Payment,Debit,60.0,Person_220
2026-04-09,07:09 PM,Person/Merchant Payment,Debit,60.0,Person_302
2026-04-09,07:49 PM,Money Received,Credit,1500.0,Person_17
2026-04-09,07:51 PM,Money Received,Credit,6000.0,Person_11
2026-04-09,07:51 PM,Money Received,Credit,300.0,Person_37
2026-04-09,07:57 PM,Person/Merchant Payment,Debit,2000.0,Person_172
2026-04-09,08:39 PM,Money Received,Credit,2000.0,Person_2
2026-04-09,08:48 PM,Person/Merchant Payment,Debit,2000.0,Person_172
2026-04-10,04:07 PM,Person/Merchant Payment,Debit,50.0,Person_303
2026-04-10,10:43 PM,Money Received,Credit,2000.0,Person_37
2026-04-10,10:45 PM,Person/Merchant Payment,Debit,2000.0,Person_304
2026-04-11,04:47 AM,Person/Merchant Payment,Debit,400.0,Person_305
2026-04-11,12:09 PM,Person/Merchant Payment,Debit,365.0,Person_306
2026-04-11,01:21 PM,Person/Merchant Payment,Debit,4000.0,Person_45
2026-04-11,01:21 PM,Person/Merchant Payment,Debit,2000.0,Person_45
2026-04-11,07:45 PM,Person/Merchant Payment,Debit,120.0,Person_307
2026-04-11,08:04 PM,Person/Merchant Payment,Debit,140.0,Person_308
2026-04-11,08:07 PM,Person/Merchant Payment,Debit,20.0,Person_309
2026-04-11,11:32 PM,Person/Merchant Payment,Debit,8500.0,Person_45
2026-04-12,04:04 AM,Person/Merchant Payment,Debit,30.0,Person_310
2026-04-12,07:23 AM,Person/Merchant Payment,Debit,800.0,Person_311
2026-04-12,10:11 AM,Person/Merchant Payment,Debit,150.0,Person_312
2026-04-12,10:52 AM,Person/Merchant Payment,Debit,600.0,Person_313
2026-04-12,11:55 AM,Person/Merchant Payment,Debit,100.0,Person_314
2026-04-12,11:56 AM,Person/Merchant Payment,Debit,50.0,Person_314
2026-04-12,11:59 AM,Person/Merchant Payment,Debit,40.0,Person_315
2026-04-12,03:36 PM,Person/Merchant Payment,Debit,6000.0,Person_45
2026-04-12,03:49 PM,Person/Merchant Payment,Debit,70.0,Person_316
2026-04-12,03:50 PM,Person/Merchant Payment,Debit,70.0,Person_316
2026-04-12,04:52 PM,Person/Merchant Payment,Debit,10.0,Person_317
2026-04-12,07:01 PM,Person/Merchant Payment,Debit,80.0,Person_318
2026-04-12,07:34 PM,Money Received,Credit,6000.0,Person_37
2026-04-12,09:27 PM,Person/Merchant Payment,Debit,290.0,Person_319
2026-04-12,09:41 PM,Person/Merchant Payment,Debit,50.0,Person_320
2026-04-13,06:16 AM,Person/Merchant Payment,Debit,180.0,Person_220
2026-04-13,11:03 AM,Person/Merchant Payment,Debit,8000.0,Person_45
2026-04-13,11:04 AM,Person/Merchant Payment,Debit,290.0,Person_6
2026-04-13,03:48 PM,Person/Merchant Payment,Debit,350.0,Person_294
2026-04-13,04:17 PM,Person/Merchant Payment,Debit,100.0,Person_225
2026-04-14,05:15 PM,Person/Merchant Payment,Debit,5000.0,Person_45
2026-04-14,05:54 PM,Person/Merchant Payment,Debit,1000.0,Person_156
2026-04-15,08:21 AM,Person/Merchant Payment,Debit,10.0,Person_138
2026-04-15,10:21 AM,Person/Merchant Payment,Debit,54.0,Person_8
2026-04-15,01:13 PM,Person/Merchant Payment,Debit,5.0,Person_225
2026-04-15,01:15 PM,Person/Merchant Payment,Debit,40.0,Person_321
2026-04-15,01:46 PM,Person/Merchant Payment,Debit,30.0,Person_322
2026-04-15,06:27 PM,Money Received,Credit,30.0,Person_50
2026-04-15,06:32 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-04-15,10:03 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2026-04-16,10:17 AM,Money Received,Credit,6000.0,Person_37
2026-04-16,05:36 PM,Recharge,Debit,26.0,Person_18
2026-04-16,07:32 PM,Person/Merchant Payment,Debit,6000.0,Person_45
2026-04-17,08:44 AM,Person/Merchant Payment,Debit,8600.0,Person_45
2026-04-17,08:50 PM,Person/Merchant Payment,Debit,1000.0,Person_50
2026-04-17,08:51 PM,Person/Merchant Payment,Debit,55.0,Person_193
2026-04-18,06:53 PM,Person/Merchant Payment,Debit,50.0,Person_323
2026-04-18,07:01 PM,Money Received,Credit,120.0,Person_37
2026-04-18,10:59 PM,Person/Merchant Payment,Debit,100.0,Person_324
2026-04-19,06:40 PM,Person/Merchant Payment,Debit,1000.0,Person_6
2026-04-19,08:14 PM,Money Received,Credit,6000.0,Person_37
2026-04-20,11:21 AM,Person/Merchant Payment,Debit,100.0,Person_193
2026-04-20,02:16 PM,Money Received,Credit,5000.0,Person_325
2026-04-20,03:13 PM,Person/Merchant Payment,Debit,2640.0,Person_326
2026-04-21,09:34 AM,Person/Merchant Payment,Debit,2000.0,Person_163
2026-04-22,09:35 AM,Person/Merchant Payment,Debit,5000.0,Person_45
2026-04-22,11:01 AM,Person/Merchant Payment,Debit,1000.0,Person_327
2026-04-22,11:04 AM,Money Received,Credit,5000.0,Person_37
2026-04-22,11:06 AM,Money Received,Credit,1000.0,Person_327
2026-04-22,11:08 AM,Person/Merchant Payment,Debit,6370.0,Person_172
2026-04-23,11:40 AM,Education/Fees,Debit,6284.0,Person_5
2026-04-23,01:04 PM,Person/Merchant Payment,Debit,100.0,Person_6
2026-04-23,01:05 PM,Person/Merchant Payment,Debit,300.0,Person_328
2026-04-23,03:23 PM,Money Received,Credit,500.0,Person_37
2026-04-23,10:12 PM,Person/Merchant Payment,Debit,500.0,Person_17
2026-04-25,04:52 PM,Money Received,Credit,7500.0,Person_17
2026-04-25,06:03 PM,Person/Merchant Payment,Debit,2000.0,Person_17
2026-04-25,09:07 PM,Person/Merchant Payment,Debit,500.0,Person_45
2026-04-26,07:22 AM,Person/Merchant Payment,Debit,283.0,Person_45
2026-04-26,06:09 PM,Money Received,Credit,4000.0,Person_37
2026-04-26,06:12 PM,Person/Merchant Payment,Debit,4000.0,Person_156
2026-04-26,06:22 PM,Money Received,Credit,199.0,Person_2
2026-04-26,06:23 PM,Person/Merchant Payment,Debit,199.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-04-27,10:12 AM,Person/Merchant Payment,Debit,9000.0,Person_45
2026-04-27,06:37 PM,Person/Merchant Payment,Debit,15.0,Person_158
2026-04-27,07:00 PM,Person/Merchant Payment,Debit,1500.0,Person_172
2026-04-27,08:17 PM,Money Received,Credit,500.0,Person_37
2026-04-28,12:05 PM,Money Received,Credit,1200.0,Person_37
2026-04-28,01:26 PM,Education/Fees,Debit,1680.0,Person_5
2026-04-28,01:30 PM,Money Received,Credit,1680.0,Person_3
2026-04-28,01:30 PM,Education/Fees,Debit,1680.0,Person_5
2026-04-28,01:36 PM,Person/Merchant Payment,Debit,8.0,Person_329
2026-04-29,11:18 AM,Person/Merchant Payment,Debit,100.0,Person_259
2026-04-29,12:37 PM,Person/Merchant Payment,Debit,10.0,Person_147
2026-04-30,11:12 AM,Person/Merchant Payment,Debit,4000.0,Person_50
2026-04-30,11:12 AM,Person/Merchant Payment,Debit,1500.0,Person_50
2026-04-30,11:23 AM,Money Received,Credit,500.0,Person_37
2026-04-30,11:24 AM,Person/Merchant Payment,Debit,500.0,Person_50
2026-04-30,11:26 AM,Money Received,Credit,500.0,Person_246
2026-04-30,12:49 PM,Money Received,Credit,2000.0,Person_330
2026-04-30,12:52 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2026-04-30,07:05 PM,Person/Merchant Payment,Debit,500.0,Person_246
2026-04-30,07:12 PM,Money Received,Credit,2000.0,Person_37
2026-04-30,07:34 PM,Money Received,Credit,100.0,Person_259
2026-04-30,08:21 PM,Recharge,Debit,33.0,Person_18
2026-05-01,11:34 AM,Person/Merchant Payment,Debit,300.0,Person_240
2026-05-01,11:38 AM,Person/Merchant Payment,Debit,118.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-05-01,01:21 PM,Money Received,Credit,300.0,Person_331
2026-05-01,09:05 PM,Money Received,Credit,150.0,Person_50
2026-05-01,10:39 PM,Person/Merchant Payment,Debit,1600.0,Person_332
2026-05-02,09:30 AM,Money Received,Credit,2000.0,Person_37
2026-05-02,12:41 PM,Person/Merchant Payment,Debit,500.0,Person_333
2026-05-02,03:44 PM,Person/Merchant Payment,Debit,106.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-05-03,10:40 AM,Money Received,Credit,34.0,Person_50
2026-05-03,10:41 AM,Person/Merchant Payment,Debit,2000.0,Person_334
2026-05-03,12:33 PM,Money Received,Credit,4500.0,Person_78
2026-05-04,09:14 AM,Money Received,Credit,5100.0,Person_335
2026-05-04,11:39 AM,Person/Merchant Payment,Debit,350.0,Person_156
2026-05-04,11:47 AM,Person/Merchant Payment,Debit,30.0,Person_156
2026-05-05,08:33 AM,Person/Merchant Payment,Debit,7.0,Person_329
2026-05-05,06:53 PM,Person/Merchant Payment,Debit,200.0,Person_156
2026-05-06,07:59 AM,Person/Merchant Payment,Debit,100.0,Person_336
2026-05-06,08:00 AM,Person/Merchant Payment,Debit,4500.0,Person_172
2026-05-06,11:13 AM,Person/Merchant Payment,Debit,4000.0,Person_45
2026-05-06,06:39 PM,Person/Merchant Payment,Debit,10.0,Person_138
2026-05-07,03:18 AM,Money Received,Credit,100.0,Person_2
2026-05-07,07:13 AM,Money Received,Credit,17000.0,Person_246
2026-05-07,07:19 AM,Person/Merchant Payment,Debit,17000.0,Person_246
2026-05-07,09:29 AM,Person/Merchant Payment,Debit,1400.0,Person_156
2026-05-07,10:22 AM,Person/Merchant Payment,Debit,139.0,Person_337
2026-05-07,02:15 PM,Person/Merchant Payment,Debit,105.0,Person_338
2026-05-07,02:16 PM,Person/Merchant Payment,Debit,200.0,Person_156
2026-05-07,09:42 PM,Money Received,Credit,7000.0,Person_50
2026-05-07,09:42 PM,Person/Merchant Payment,Debit,7000.0,Person_45
2026-05-08,02:37 PM,Person/Merchant Payment,Debit,30.0,Person_339
2026-05-08,06:39 PM,Money Received,Credit,6800.0,Person_17
2026-05-09,03:25 PM,Money Received,Credit,100.0,Person_336
2026-05-09,06:41 PM,Person/Merchant Payment,Debit,130.0,Person_340
2026-05-09,08:57 PM,Money Received,Credit,130.0,Person_1
2026-05-09,09:29 PM,Food & Dining,Debit,1040.0,Person_341
2026-05-10,11:40 AM,Money Received,Credit,200.0,Person_259
2026-05-10,11:44 AM,Person/Merchant Payment,Debit,200.0,Person_259
2026-05-10,09:13 PM,Person/Merchant Payment,Debit,150.0,Person_156
2026-05-11,06:44 PM,Person/Merchant Payment,Debit,14.0,Person_342
2026-05-12,11:26 AM,Person/Merchant Payment,Debit,300.0,Person_240
2026-05-12,11:33 AM,Person/Merchant Payment,Debit,10.0,Person_147
2026-05-12,07:33 PM,Person/Merchant Payment,Debit,96.0,Person_6
2026-05-12,07:33 PM,UPI Lite Top-up,Debit,100.0,Person_4
2026-05-12,08:28 PM,Person/Merchant Payment,Debit,2500.0,Person_50
2026-05-12,08:49 PM,Money Received,Credit,3530.0,Person_17
2026-05-12,08:53 PM,Person/Merchant Payment,Debit,100.0,Person_17
2026-05-12,09:06 PM,UPI Lite Top-up,Debit,100.0,Person_4
2026-05-13,12:54 PM,Money Received,Credit,300.0,Person_259
2026-05-13,03:45 PM,Person/Merchant Payment,Debit,300.0,Person_343
2026-05-13,07:34 PM,Money Received,Credit,300.0,Person_155
2026-05-13,08:10 PM,Money Received,Credit,177.0,Person_11
2026-05-13,08:11 PM,Person/Merchant Payment,Debit,177.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-05-13,08:35 PM,Others,Debit,164.0,Person_29
2026-05-13,10:42 PM,Recharge,Debit,22.0,Person_18
2026-05-14,11:42 AM,Person/Merchant Payment,Debit,3430.0,Person_17
2026-05-14,07:12 PM,Person/Merchant Payment,Debit,25.0,Person_257
2026-05-15,11:45 PM,Person/Merchant Payment,Debit,300.0,Person_259
2026-05-16,10:08 AM,Money Received,Credit,294.0,Person_11
2026-05-16,10:09 AM,Person/Merchant Payment,Debit,294.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-05-16,02:17 PM,Person/Merchant Payment,Debit,20.0,Person_344
2026-05-18,07:58 PM,Money Received,Credit,213.0,Person_10
2026-05-18,08:00 PM,Person/Merchant Payment,Debit,213.0,ZEPTO MARKETPLACE PRIVATE LIMITED
2026-05-19,06:54 PM,Money Received,Credit,500.0,Person_2
2026-05-19,08:36 PM,Person/Merchant Payment,Debit,154.0,Person_329
2026-05-19,08:46 PM,Person/Merchant Payment,Debit,125.0,Person_47
2026-05-19,09:59 PM,Person/Merchant Payment,Debit,400.0,Person_2
