id,date,time,category,type,amount,counterparty,month
953,2025-12-08,"06:25 PM","Person/Merchant Payment",Debit,20.00,Person_138,2025-12
954,2025-12-08,"06:26 PM","Person/Merchant Payment",Debit,5.00,Person_138,2025-12
955,2025-12-08,"07:19 PM","Money Received",Credit,150.00,Person_155,2025-12
956,2025-12-08,"07:59 PM","Money Received",Credit,50000.00,Person_17,2025-12
957,2025-12-08,"08:02 PM","Money Received",Credit,600.00,Person_17,2025-12
958,2025-12-08,"08:03 PM","Person/Merchant Payment",Debit,600.00,Person_204,2025-12
959,2025-12-08,"08:03 PM","Person/Merchant Payment",Debit,50000.00,Person_204,2025-12
960,2025-12-08,"08:53 PM","Person/Merchant Payment",Debit,150.00,Person_172,2025-12
961,2025-12-09,"05:17 PM",Recharge,Debit,322.00,Person_18,2025-12
962,2025-12-09,"07:22 PM","Person/Merchant Payment",Debit,322.00,Person_172,2025-12
963,2025-12-09,"07:22 PM","Person/Merchant Payment",Debit,2000.00,Person_45,2025-12
964,2025-12-09,"08:33 PM","Money Received",Credit,650.00,Person_17,2025-12
965,2025-12-09,"08:33 PM","Person/Merchant Payment",Debit,650.00,Person_204,2025-12
966,2025-12-11,"08:40 PM","Person/Merchant Payment",Debit,500.00,Person_78,2025-12
967,2025-12-11,"09:44 PM","Money Received",Credit,500.00,Person_67,2025-12
968,2025-12-11,"09:47 PM","Person/Merchant Payment",Debit,500.00,Person_205,2025-12
969,2025-12-11,"09:47 PM","Person/Merchant Payment",Debit,500.00,Person_205,2025-12
970,2025-12-13,"10:55 AM","Money Received",Credit,500.00,Person_206,2025-12
971,2025-12-13,"10:59 AM","Person/Merchant Payment",Debit,500.00,Person_119,2025-12
972,2025-12-14,"05:52 PM","Person/Merchant Payment",Debit,40.00,Person_207,2025-12
973,2025-12-14,"06:13 PM","Person/Merchant Payment",Debit,459.00,Person_17,2025-12
974,2025-12-15,"09:47 AM","Money Received",Credit,5000.00,Person_37,2025-12
975,2025-12-15,"09:48 AM","Person/Merchant Payment",Debit,5000.00,Person_208,2025-12
976,2025-12-15,"09:49 AM","Person/Merchant Payment",Debit,200.00,Person_208,2025-12
977,2025-12-15,"06:34 PM","Person/Merchant Payment",Debit,5000.00,Person_45,2025-12
978,2025-12-15,"06:49 PM","Money Received",Credit,1500.00,Person_209,2025-12
979,2025-12-16,"03:51 PM","Money Received",Credit,45000.00,Person_210,2025-12
980,2025-12-16,"03:54 PM","Person/Merchant Payment",Debit,5000.00,Person_211,2025-12
981,2025-12-16,"05:05 PM","Person/Merchant Payment",Debit,1000.00,Person_212,2025-12
982,2025-12-16,"08:04 PM","Person/Merchant Payment",Debit,2000.00,Person_156,2025-12
983,2025-12-17,"03:13 PM","Person/Merchant Payment",Debit,1000.00,Person_128,2025-12
984,2025-12-17,"07:09 PM","Person/Merchant Payment",Debit,29.00,Person_138,2025-12
985,2025-12-18,"08:46 PM","Money Received",Credit,22.00,Person_17,2025-12
986,2025-12-20,"01:07 PM","Person/Merchant Payment",Debit,10.00,Person_147,2025-12
987,2025-12-20,"02:59 PM","Money Received",Credit,250.00,Person_37,2025-12
988,2025-12-21,"01:39 PM","Person/Merchant Payment",Debit,1000.00,Person_213,2025-12
989,2025-12-21,"03:23 PM","Person/Merchant Payment",Debit,50.00,Person_214,2025-12
990,2025-12-21,"04:54 PM","Person/Merchant Payment",Debit,2500.00,Person_215,2025-12
991,2025-12-21,"06:02 PM","Person/Merchant Payment",Debit,1550.00,Person_216,2025-12
992,2025-12-21,"06:07 PM","Money Received",Credit,100.00,Person_206,2025-12
993,2025-12-21,"06:07 PM","Money Received",Credit,900.00,Person_206,2025-12
994,2025-12-21,"06:11 PM","Person/Merchant Payment",Debit,1000.00,Person_119,2025-12
995,2025-12-21,"06:18 PM","Person/Merchant Payment",Debit,1000.00,Person_212,2025-12
996,2025-12-21,"06:22 PM","Person/Merchant Payment",Debit,200.00,Person_217,2025-12
997,2025-12-21,"07:26 PM","Money Received",Credit,1500.00,Person_218,2025-12
998,2025-12-22,"12:34 PM","Person/Merchant Payment",Debit,4320.00,Person_219,2025-12
999,2025-12-22,"04:18 PM","Person/Merchant Payment",Debit,2000.00,Person_212,2025-12
1000,2025-12-22,"06:03 PM","Money Received",Credit,85.00,Person_17,2025-12
1001,2025-12-22,"06:39 PM","Person/Merchant Payment",Debit,1000.00,Person_156,2025-12
1002,2025-12-22,"07:15 PM","Person/Merchant Payment",Debit,80.00,Person_220,2025-12
1003,2025-12-22,"08:33 PM","Person/Merchant Payment",Debit,40.00,Person_221,2025-12
1004,2025-12-23,"06:16 AM","Person/Merchant Payment",Debit,40.00,Person_222,2025-12
1005,2025-12-23,"06:19 AM","Person/Merchant Payment",Debit,50.00,Person_196,2025-12
1006,2025-12-23,"02:33 PM","Person/Merchant Payment",Debit,27.00,Person_223,2025-12
1007,2025-12-23,"03:41 PM","Money Received",Credit,25.00,Person_15,2025-12
1008,2025-12-25,"11:59 AM","Person/Merchant Payment",Debit,2100.00,Person_12,2025-12
1009,2025-12-25,"01:16 PM","Money Received",Credit,1300.00,Person_224,2025-12
1010,2025-12-26,"09:07 AM","Money Received",Credit,90.00,Person_50,2025-12
1011,2025-12-28,"06:48 PM","Person/Merchant Payment",Debit,2500.00,Person_84,2025-12
1012,2025-12-29,"10:46 AM","Person/Merchant Payment",Debit,80.00,Person_225,2025-12
1013,2025-12-29,"11:07 AM","Person/Merchant Payment",Debit,35.00,Person_226,2025-12
1014,2025-12-29,"11:10 AM","Person/Merchant Payment",Debit,40.00,Person_225,2025-12
1015,2025-12-29,"05:15 PM","Money Received",Credit,2500.00,Person_84,2025-12
1016,2025-12-29,"06:17 PM","Person/Merchant Payment",Debit,500.00,Person_156,2025-12
1017,2025-12-29,"06:21 PM","Person/Merchant Payment",Debit,2000.00,Person_6,2025-12
1018,2025-12-31,"11:34 AM","Person/Merchant Payment",Debit,8.00,Person_8,2025-12
1019,2025-12-31,"11:53 PM","Person/Merchant Payment",Debit,2854.00,Person_227,2025-12
1020,2026-01-02,"02:20 PM","Person/Merchant Payment",Debit,500.00,Person_228,2026-01
1021,2026-01-03,"01:56 AM","Money Received",Credit,500.00,Person_173,2026-01
1022,2026-01-03,"04:42 PM",Transport,Debit,319.00,Person_229,2026-01
1023,2026-01-04,"12:07 PM","Person/Merchant Payment",Debit,260.00,Person_230,2026-01
1024,2026-01-04,"12:08 PM","Money Received",Credit,260.00,Person_12,2026-01
1025,2026-01-05,"10:12 PM","Money Received",Credit,10000.00,Person_37,2026-01
1026,2026-01-05,"10:53 PM","Person/Merchant Payment",Debit,100.00,Person_231,2026-01
1027,2026-01-06,"06:50 PM","Person/Merchant Payment",Debit,20.00,Person_136,2026-01
1028,2026-01-07,"06:08 PM","Person/Merchant Payment",Debit,1260.00,Person_8,2026-01
1029,2026-01-08,"08:05 PM","Person/Merchant Payment",Debit,18.00,Person_138,2026-01
1030,2026-01-08,"08:39 PM","Person/Merchant Payment",Debit,4000.00,Person_172,2026-01
1031,2026-01-08,"08:40 PM","Person/Merchant Payment",Debit,3000.00,Person_172,2026-01
1032,2026-01-08,"09:43 PM","Person/Merchant Payment",Debit,10.00,Person_226,2026-01
1033,2026-01-08,"11:59 PM","Person/Merchant Payment",Debit,5000.00,Person_6,2026-01
1034,2026-01-09,"12:04 AM","Person/Merchant Payment",Debit,5000.00,Person_172,2026-01
1035,2026-01-09,"12:59 PM","Money Received",Credit,30.00,Person_232,2026-01
1036,2026-01-09,"01:58 PM","Person/Merchant Payment",Debit,30.00,Person_50,2026-01
1037,2026-01-09,"02:00 PM","Person/Merchant Payment",Debit,10000.00,Person_45,2026-01
1038,2026-01-09,"02:07 PM","Person/Merchant Payment",Debit,50.00,Person_233,2026-01
1039,2026-01-09,"05:31 PM","Person/Merchant Payment",Debit,26.00,Person_138,2026-01
1040,2026-01-09,"05:31 PM","Person/Merchant Payment",Debit,5.00,Person_138,2026-01
1041,2026-01-09,"08:01 PM","Person/Merchant Payment",Debit,50.00,Person_50,2026-01
1042,2026-01-09,"10:50 PM","Person/Merchant Payment",Debit,200.00,Person_156,2026-01
1043,2026-01-10,"12:53 PM","Person/Merchant Payment",Debit,2200.00,Person_156,2026-01
1044,2026-01-10,"07:42 PM","Person/Merchant Payment",Debit,500.00,Person_50,2026-01
1045,2026-01-10,"07:42 PM","Person/Merchant Payment",Debit,500.00,Person_172,2026-01
1046,2026-01-11,"01:38 PM","Money Received",Credit,100.00,Person_17,2026-01
1047,2026-01-12,"01:20 PM","Person/Merchant Payment",Debit,506.00,Person_234,2026-01
1048,2026-01-12,"01:51 PM","Person/Merchant Payment",Debit,20.00,Person_50,2026-01
1049,2026-01-12,"02:49 PM","Person/Merchant Payment",Debit,80.00,Person_2,2026-01
1050,2026-01-12,"06:13 PM","Money Received",Credit,3000.00,Person_12,2026-01
1051,2026-01-12,"06:17 PM","Person/Merchant Payment",Debit,2000.00,Person_50,2026-01
1052,2026-01-12,"08:14 PM","Money Received",Credit,500.00,Person_150,2026-01
1053,2026-01-12,"09:05 PM","Person/Merchant Payment",Debit,500.00,Person_50,2026-01
1054,2026-01-12,"09:05 PM","Person/Merchant Payment",Debit,506.00,Person_193,2026-01
1055,2026-01-12,"09:06 PM","Person/Merchant Payment",Debit,500.00,Person_50,2026-01
1056,2026-01-13,"05:47 AM","Money Received",Credit,5000.00,Person_37,2026-01
1057,2026-01-13,"05:59 AM","Food & Dining",Debit,2000.00,Person_235,2026-01
1058,2026-01-13,"08:38 AM","Person/Merchant Payment",Debit,2000.00,Person_236,2026-01
1059,2026-01-13,"08:41 AM","Person/Merchant Payment",Debit,1000.00,Person_236,2026-01
1060,2026-01-13,"06:46 PM","Person/Merchant Payment",Debit,2000.00,Person_156,2026-01
1061,2026-01-15,"04:30 PM","Person/Merchant Payment",Debit,10800.00,Person_37,2026-01
1062,2026-01-15,"04:31 PM","Person/Merchant Payment",Debit,500.00,Person_45,2026-01
1063,2026-01-16,"07:33 PM","Person/Merchant Payment",Debit,39.00,Person_237,2026-01
1064,2026-01-17,"01:02 PM","Person/Merchant Payment",Debit,20.00,Person_138,2026-01
1065,2026-01-17,"06:51 PM","Money Received",Credit,500.00,Person_12,2026-01
1066,2026-01-17,"11:04 PM","Person/Merchant Payment",Debit,100.00,Person_156,2026-01
1067,2026-01-18,"01:15 PM","Money Received",Credit,60.00,Person_11,2026-01
1068,2026-01-18,"06:11 PM","Person/Merchant Payment",Debit,300.00,Person_156,2026-01
1069,2026-01-19,"06:00 PM","Food & Dining",Debit,85.00,Person_174,2026-01
1070,2026-01-19,"06:30 PM","Person/Merchant Payment",Debit,220.00,Person_169,2026-01
1071,2026-01-19,"09:56 PM","Person/Merchant Payment",Debit,20.00,Person_50,2026-01
1072,2026-01-19,"10:53 PM","Person/Merchant Payment",Debit,400.00,Person_238,2026-01
1073,2026-01-19,"11:21 PM","Money Received",Credit,400.00,Person_239,2026-01
1074,2026-01-20,"02:38 PM","Person/Merchant Payment",Debit,2000.00,Person_156,2026-01
1075,2026-01-20,"04:06 PM","Money Received",Credit,100.00,Person_50,2026-01
1076,2026-01-20,"04:06 PM","Person/Merchant Payment",Debit,99.00,"Zepto Marketplace Private Limited",2026-01
1077,2026-01-20,"08:42 PM",Recharge,Debit,353.00,Person_18,2026-01
1078,2026-01-21,"07:18 PM","Person/Merchant Payment",Debit,1500.00,Person_240,2026-01
1079,2026-01-22,"01:38 PM","Person/Merchant Payment",Debit,100.00,Person_156,2026-01
1080,2026-01-22,"02:14 PM","Money Received",Credit,1500.00,Person_37,2026-01
1081,2026-01-22,"02:18 PM","Person/Merchant Payment",Debit,1500.00,Person_241,2026-01
1082,2026-01-23,"10:56 AM","Person/Merchant Payment",Debit,3998.00,Person_45,2026-01
1083,2026-01-23,"12:43 PM","Money Received",Credit,20.00,Person_242,2026-01
1084,2026-01-25,"03:37 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2026-01
1085,2026-01-26,"03:01 PM","Person/Merchant Payment",Debit,400.00,Person_193,2026-01
1086,2026-01-26,"03:50 PM","Person/Merchant Payment",Debit,600.00,Person_172,2026-01
1087,2026-01-26,"03:51 PM","Person/Merchant Payment",Debit,900.00,Person_156,2026-01
1088,2026-01-27,"03:23 PM","Person/Merchant Payment",Debit,4000.00,Person_45,2026-01
1089,2026-01-27,"03:26 PM","Money Received",Credit,100.00,Person_12,2026-01
1090,2026-01-27,"03:27 PM","Money Received",Credit,20.00,Person_12,2026-01
1091,2026-01-28,"12:29 PM","Money Received",Credit,5000.00,Person_37,2026-01
1092,2026-01-28,"08:02 PM","Person/Merchant Payment",Debit,2000.00,Person_17,2026-01
1093,2026-01-28,"10:17 PM","Person/Merchant Payment",Debit,3000.00,Person_45,2026-01
1094,2026-01-29,"10:57 AM","Money Received",Credit,80.00,Person_37,2026-01
1095,2026-01-29,"05:42 PM","Person/Merchant Payment",Debit,1500.00,Person_156,2026-01
1096,2026-01-29,"06:15 PM","Money Received",Credit,30000.00,Person_243,2026-01
1097,2026-01-29,"08:00 PM","Person/Merchant Payment",Debit,50.00,Person_220,2026-01
1098,2026-01-29,"08:04 PM","Person/Merchant Payment",Debit,200.00,Person_156,2026-01
1099,2026-01-29,"08:12 PM","Person/Merchant Payment",Debit,150.00,Person_156,2026-01
1100,2026-01-29,"08:52 PM","Person/Merchant Payment",Debit,40.00,Person_244,2026-01
1101,2026-01-30,"09:52 AM","Person/Merchant Payment",Debit,5000.00,Person_132,2026-01
1102,2026-01-30,"11:20 AM","Person/Merchant Payment",Debit,40.00,Person_245,2026-01
1103,2026-01-30,"11:23 AM","Person/Merchant Payment",Debit,50.00,Person_220,2026-01
1104,2026-01-30,"01:42 PM","Person/Merchant Payment",Debit,6000.00,Person_240,2026-01
1105,2026-01-30,"03:19 PM","Person/Merchant Payment",Debit,150.00,Person_6,2026-01
1106,2026-01-31,"10:15 AM","Money Received",Credit,5000.00,Person_246,2026-01
1107,2026-01-31,"02:18 PM","Person/Merchant Payment",Debit,500.00,Person_128,2026-01
1108,2026-01-31,"03:04 PM","Money Received",Credit,500.00,Person_128,2026-01
1109,2026-01-31,"04:50 PM","Person/Merchant Payment",Debit,2000.00,Person_2,2026-01
1110,2026-01-31,"06:53 PM","Money Received",Credit,200.00,Person_2,2026-01
1111,2026-01-31,"07:01 PM","Money Received",Credit,854.00,Person_17,2026-01
1112,2026-01-31,"07:24 PM","Person/Merchant Payment",Debit,5000.00,Person_172,2026-01
1113,2026-01-31,"07:27 PM","Person/Merchant Payment",Debit,578.00,Person_247,2026-01
1114,2026-01-31,"07:27 PM","Person/Merchant Payment",Debit,13000.00,Person_172,2026-01
1115,2026-01-31,"07:29 PM","Person/Merchant Payment",Debit,3500.00,Person_172,2026-01
1116,2026-01-31,"07:57 PM","Person/Merchant Payment",Debit,5000.00,Person_45,2026-01
1117,2026-01-31,"10:53 PM","Money Received",Credit,96.40,Person_181,2026-01
1118,2026-02-01,"11:11 AM","Person/Merchant Payment",Debit,31.00,Person_248,2026-02
1119,2026-02-01,"11:34 AM","Money Received",Credit,25.00,Person_17,2026-02
1120,2026-02-01,"11:52 AM","Person/Merchant Payment",Debit,13.00,Person_17,2026-02
1121,2026-02-01,"02:00 PM","Money Received",Credit,50000.00,Person_246,2026-02
1122,2026-02-01,"02:08 PM","Person/Merchant Payment",Debit,1000.00,Person_172,2026-02
1123,2026-02-01,"05:32 PM","Person/Merchant Payment",Debit,220.00,Person_249,2026-02
1124,2026-02-01,"05:37 PM","Person/Merchant Payment",Debit,442.00,Person_250,2026-02
1125,2026-02-01,"05:56 PM","Money Received",Credit,155.00,Person_50,2026-02
1126,2026-02-01,"05:59 PM","Person/Merchant Payment",Debit,155.00,Blinkit,2026-02
1127,2026-02-01,"06:01 PM","Person/Merchant Payment",Debit,350.00,Person_251,2026-02
1128,2026-02-01,"06:24 PM","Money Received",Credit,250.00,Person_12,2026-02
1129,2026-02-01,"08:36 PM","Person/Merchant Payment",Debit,604.00,Person_252,2026-02
1130,2026-02-02,"09:48 AM","Person/Merchant Payment",Debit,150.00,Person_50,2026-02
1131,2026-02-02,"02:31 PM","Person/Merchant Payment",Debit,18000.00,Person_50,2026-02
1132,2026-02-02,"03:28 PM","Money Received",Credit,50000.00,Person_246,2026-02
1133,2026-02-02,"05:29 PM",Recharge,Debit,899.00,"Jio Prepaid Recharges",2026-02
1134,2026-02-02,"06:21 PM","Person/Merchant Payment",Debit,31.00,Person_253,2026-02
1135,2026-02-03,"04:50 PM","Money Received",Credit,41.00,Person_17,2026-02
1136,2026-02-03,"04:56 PM","Person/Merchant Payment",Debit,31.00,Person_248,2026-02
1137,2026-02-03,"04:59 PM","Person/Merchant Payment",Debit,10.00,Person_138,2026-02
1138,2026-02-03,"09:37 PM","Person/Merchant Payment",Debit,500.00,Person_254,2026-02
1139,2026-02-03,"09:59 PM","Person/Merchant Payment",Debit,2400.00,Person_6,2026-02
1140,2026-02-03,"10:00 PM","Person/Merchant Payment",Debit,50000.00,Person_255,2026-02
1141,2026-02-04,"02:59 PM","Person/Merchant Payment",Debit,13000.00,Person_17,2026-02
1142,2026-02-04,"03:01 PM","Money Received",Credit,7000.00,Person_239,2026-02
1143,2026-02-04,"03:01 PM","Person/Merchant Payment",Debit,7000.00,Person_17,2026-02
1144,2026-02-04,"03:35 PM","Money Received",Credit,1000.00,Person_37,2026-02
1145,2026-02-04,"03:37 PM","Person/Merchant Payment",Debit,1000.00,Person_256,2026-02
1146,2026-02-04,"05:10 PM","Person/Merchant Payment",Debit,2000.00,Person_17,2026-02
1147,2026-02-04,"07:56 PM","Person/Merchant Payment",Debit,100.00,Person_50,2026-02
1148,2026-02-05,"11:00 AM","Person/Merchant Payment",Debit,500.00,Person_156,2026-02
1149,2026-02-05,"03:54 PM","Person/Merchant Payment",Debit,500.00,Person_2,2026-02
1150,2026-02-05,"04:29 PM","Money Received",Credit,31.00,Person_17,2026-02
1151,2026-02-05,"04:32 PM","Person/Merchant Payment",Debit,31.00,Person_248,2026-02
1152,2026-02-05,"04:36 PM","Person/Merchant Payment",Debit,40.00,Person_257,2026-02
1153,2026-02-06,"08:16 PM","Money Received",Credit,3000.00,Person_37,2026-02
1154,2026-02-06,"09:18 PM","Money Received",Credit,150.00,Person_155,2026-02
1155,2026-02-07,"03:33 PM","Person/Merchant Payment",Debit,118.00,Person_258,2026-02
1156,2026-02-07,"09:41 PM","Money Received",Credit,5000.00,Person_17,2026-02
1157,2026-02-08,"09:53 AM","Person/Merchant Payment",Debit,1000.00,Person_156,2026-02
1158,2026-02-08,"03:34 PM","Person/Merchant Payment",Debit,5000.00,Person_172,2026-02
1159,2026-02-08,"03:34 PM","Money Received",Credit,150.00,Person_2,2026-02
1160,2026-02-08,"03:35 PM","Person/Merchant Payment",Debit,1182.00,Person_172,2026-02
1161,2026-02-08,"04:16 PM","Money Received",Credit,350.00,Person_17,2026-02
1162,2026-02-08,"04:17 PM","Person/Merchant Payment",Debit,350.00,Person_172,2026-02
1163,2026-02-08,"05:21 PM","Money Received",Credit,5000.00,Person_31,2026-02
1164,2026-02-08,"06:25 PM","Person/Merchant Payment",Debit,5000.00,Person_128,2026-02
1165,2026-02-09,"11:15 AM","Person/Merchant Payment",Debit,1500.00,Person_45,2026-02
1166,2026-02-09,"03:16 PM","Person/Merchant Payment",Debit,50000.00,Person_246,2026-02
1167,2026-02-09,"11:07 PM","Money Received",Credit,1000.00,Person_259,2026-02
1168,2026-02-09,"11:12 PM","Person/Merchant Payment",Debit,1000.00,Person_172,2026-02
1169,2026-02-10,"10:19 AM",Recharge,Debit,899.00,"Jio Prepaid Recharges",2026-02
1170,2026-02-10,"03:58 PM","Money Received",Credit,3000.00,Person_246,2026-02
1171,2026-02-10,"04:02 PM","Person/Merchant Payment",Debit,5000.00,Person_246,2026-02
1172,2026-02-10,"04:02 PM","Person/Merchant Payment",Debit,3000.00,Person_246,2026-02
1173,2026-02-11,"07:38 AM","Person/Merchant Payment",Debit,1000.00,Person_17,2026-02
1174,2026-02-11,"10:45 AM","Person/Merchant Payment",Debit,130.00,Person_260,2026-02
1175,2026-02-11,"01:05 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2026-02
1176,2026-02-11,"05:37 PM","Person/Merchant Payment",Debit,10.00,Person_138,2026-02
1177,2026-02-11,"07:28 PM","Money Received",Credit,6900.00,Person_50,2026-02
1178,2026-02-11,"09:59 PM","Money Received",Credit,1000.00,Person_17,2026-02
1179,2026-02-11,"10:24 PM","Person/Merchant Payment",Debit,1000.00,Person_172,2026-02
1180,2026-02-12,"11:04 AM","Person/Merchant Payment",Debit,60.00,Person_196,2026-02
1181,2026-02-12,"12:20 PM","Person/Merchant Payment",Debit,48.00,Person_261,2026-02
1182,2026-02-12,"01:31 PM","Person/Merchant Payment",Debit,40.00,Person_262,2026-02
1183,2026-02-12,"01:32 PM","Person/Merchant Payment",Debit,60.00,Person_196,2026-02
1184,2026-02-12,"05:23 PM","Money Received",Credit,3000.00,Person_12,2026-02
1185,2026-02-12,"06:34 PM","Person/Merchant Payment",Debit,980.00,Person_172,2026-02
1186,2026-02-12,"06:34 PM","Person/Merchant Payment",Debit,2500.00,Person_50,2026-02
1187,2026-02-12,"11:16 PM","Money Received",Credit,60.00,Person_1,2026-02
1188,2026-02-13,"08:16 AM","Person/Merchant Payment",Debit,20.00,Person_172,2026-02
1189,2026-02-13,"09:17 PM","Person/Merchant Payment",Debit,1000.00,Person_156,2026-02
1190,2026-02-14,"06:21 PM","Money Received",Credit,2000.00,Person_246,2026-02
1191,2026-02-15,"05:48 PM","Person/Merchant Payment",Debit,31.00,Person_248,2026-02
1192,2026-02-15,"07:40 PM","Money Received",Credit,15000.00,Person_17,2026-02
1193,2026-02-15,"07:49 PM","Person/Merchant Payment",Debit,7000.00,Person_238,2026-02
1194,2026-02-15,"08:13 PM","Person/Merchant Payment",Debit,300.00,Person_156,2026-02
1195,2026-02-15,"11:28 PM","Person/Merchant Payment",Debit,10000.00,Person_172,2026-02
1196,2026-02-16,"02:03 PM","Person/Merchant Payment",Debit,2000.00,Person_246,2026-02
1197,2026-02-16,"08:33 PM","Money Received",Credit,351.00,Person_263,2026-02
1198,2026-02-17,"11:59 AM","Person/Merchant Payment",Debit,43.00,Person_138,2026-02
1199,2026-02-18,"03:17 PM","Money Received",Credit,5000.00,Person_264,2026-02
1200,2026-02-18,"04:51 PM","Money Received",Credit,100.00,Person_128,2026-02
1201,2026-02-18,"06:24 PM","Person/Merchant Payment",Debit,45.00,Person_257,2026-02
1202,2026-02-18,"06:32 PM","Money Received",Credit,100.00,Person_37,2026-02
1203,2026-02-18,"06:35 PM","Person/Merchant Payment",Debit,70.00,Person_207,2026-02
1204,2026-02-18,"06:45 PM","Person/Merchant Payment",Debit,50.00,Person_253,2026-02
1205,2026-02-18,"06:48 PM","Person/Merchant Payment",Debit,10.00,Person_158,2026-02
1206,2026-02-18,"06:54 PM","Person/Merchant Payment",Debit,5000.00,Person_172,2026-02
1207,2026-02-19,"12:13 PM","Person/Merchant Payment",Debit,5000.00,Person_156,2026-02
1208,2026-02-19,"12:57 PM","Person/Merchant Payment",Debit,500.00,Person_45,2026-02
1209,2026-02-21,"12:22 PM","Person/Merchant Payment",Debit,5000.00,Person_264,2026-02
1210,2026-02-21,"05:11 PM","Money Received",Credit,1000.00,Person_12,2026-02
1211,2026-02-21,"09:52 PM","Person/Merchant Payment",Debit,5.00,Person_138,2026-02
1212,2026-02-22,"08:02 PM","Person/Merchant Payment",Debit,8.00,Person_180,2026-02
1213,2026-02-23,"06:53 AM","Food & Dining",Debit,20.00,Person_265,2026-02
1214,2026-02-23,"07:21 AM","Food & Dining",Debit,20.00,Person_265,2026-02
1215,2026-02-23,"01:30 PM","Person/Merchant Payment",Debit,80.00,Person_266,2026-02
1216,2026-02-24,"11:53 AM","Person/Merchant Payment",Debit,500.00,Person_198,2026-02
1217,2026-02-24,"02:52 PM","Money Received",Credit,1000.00,Person_37,2026-02
1218,2026-02-25,"10:55 AM",Others,Debit,200.00,Person_267,2026-02
1219,2026-02-25,"10:56 AM","Person/Merchant Payment",Debit,500.00,Person_172,2026-02
1220,2026-02-25,"11:53 AM","Money Received",Credit,500.00,Person_268,2026-02
1221,2026-02-25,"11:57 AM","Person/Merchant Payment",Debit,500.00,Person_2,2026-02
1222,2026-02-25,"01:06 PM","Person/Merchant Payment",Debit,300.00,Person_269,2026-02
1223,2026-02-25,"01:46 PM","Person/Merchant Payment",Debit,30.00,Person_270,2026-02
1224,2026-02-25,"02:49 PM","Person/Merchant Payment",Debit,829.06,Person_102,2026-02
1225,2026-02-25,"03:00 PM","Money Received",Credit,200.00,Person_17,2026-02
1226,2026-02-25,"03:09 PM","Person/Merchant Payment",Debit,50.00,Person_271,2026-02
1227,2026-02-25,"08:50 PM","Person/Merchant Payment",Debit,4000.00,Person_156,2026-02
1228,2026-02-25,"08:52 PM","Person/Merchant Payment",Debit,500.00,Person_156,2026-02
1229,2026-02-26,"12:42 PM","Person/Merchant Payment",Debit,500.00,Person_45,2026-02
1230,2026-02-26,"04:23 PM","Person/Merchant Payment",Debit,31.00,Person_17,2026-02
1231,2026-02-26,"07:41 PM","Person/Merchant Payment",Debit,200.00,Person_6,2026-02
1232,2026-02-27,"06:34 AM","Person/Merchant Payment",Debit,300.00,Person_272,2026-02
1233,2026-02-27,"11:01 AM","Person/Merchant Payment",Debit,200.00,Person_45,2026-02
1234,2026-02-27,"05:00 PM","Person/Merchant Payment",Debit,10.00,Person_138,2026-02
1235,2026-02-28,"04:34 PM","Person/Merchant Payment",Debit,500.00,Person_273,2026-02
1236,2026-02-28,"05:34 PM","Person/Merchant Payment",Debit,700.00,Person_193,2026-02
1237,2026-02-28,"05:34 PM","Person/Merchant Payment",Debit,100.00,Person_50,2026-02
1238,2026-02-28,"05:34 PM","Person/Merchant Payment",Debit,9000.00,Person_45,2026-02
1239,2026-02-28,"05:35 PM","Person/Merchant Payment",Debit,200.00,Person_193,2026-02
1240,2026-02-28,"05:40 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2026-02
1241,2026-02-28,"05:48 PM","Money Received",Credit,1000.00,Person_37,2026-02
1242,2026-02-28,"07:20 PM","Money Received",Credit,2000.00,Person_17,2026-02
1243,2026-02-28,"07:20 PM","Person/Merchant Payment",Debit,2000.00,Person_128,2026-02
1244,2026-02-28,"07:21 PM","Person/Merchant Payment",Debit,500.00,Person_193,2026-02
1245,2026-03-01,"12:52 PM","Money Received",Credit,1000.00,Person_37,2026-03
1246,2026-03-01,"12:59 PM","Person/Merchant Payment",Debit,1000.00,Person_274,2026-03
1247,2026-03-01,"09:58 PM","Person/Merchant Payment",Debit,1000.00,Person_6,2026-03
1248,2026-03-01,"09:59 PM","Person/Merchant Payment",Debit,3000.00,Person_67,2026-03
1249,2026-03-01,"09:59 PM","Person/Merchant Payment",Debit,2000.00,Person_67,2026-03
1250,2026-03-02,"12:49 PM","Person/Merchant Payment",Debit,100.00,Person_45,2026-03
1251,2026-03-02,"06:18 PM","Person/Merchant Payment",Debit,20.00,Person_50,2026-03
1252,2026-03-03,"11:02 AM","Money Received",Credit,100.00,Person_37,2026-03
1253,2026-03-03,"06:39 PM","Person/Merchant Payment",Debit,31.00,Person_248,2026-03
1254,2026-03-04,"07:28 AM","Money Received",Credit,300.00,Person_155,2026-03
1255,2026-03-04,"07:30 AM",Others,Debit,300.00,Person_267,2026-03
1256,2026-03-04,"09:13 PM","Person/Merchant Payment",Debit,240.00,Person_240,2026-03
1257,2026-03-07,"11:14 AM",Shopping,Debit,240.00,"Flipkart Payments",2026-03
1258,2026-03-07,"04:29 PM","Person/Merchant Payment",Debit,50.00,Person_169,2026-03
